[90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [100% done]
[1m
------------------------------------------------------
    _______             __   _____
   / ____(_)___  ____ _/ /  / ___/_________  ________
  / /_  / / __ \/ __ `/ /   \__ \/ ___/ __ \/ ___/ _ \
 / __/ / / / / / /_/ / /   ___/ / /__/ /_/ / /  /  __/
/_/   /_/_/ /_/\__,_/_/   /____/\___/\____/_/   \___/
------------------------------------------------------
            [0m
|                                                         Metric |                                     Task |       Value |   Unit |
|---------------------------------------------------------------:|-----------------------------------------:|------------:|-------:|
|                     Cumulative indexing time of primary shards |                                          |     2753.68 |    min |
|             Min cumulative indexing time across primary shards |                                          |     2753.68 |    min |
|          Median cumulative indexing time across primary shards |                                          |     2753.68 |    min |
|             Max cumulative indexing time across primary shards |                                          |     2753.68 |    min |
|            Cumulative indexing throttle time of primary shards |                                          |           0 |    min |
|    Min cumulative indexing throttle time across primary shards |                                          |           0 |    min |
| Median cumulative indexing throttle time across primary shards |                                          |           0 |    min |
|    Max cumulative indexing throttle time across primary shards |                                          |           0 |    min |
|                        Cumulative merge time of primary shards |                                          |     268.429 |    min |
|                       Cumulative merge count of primary shards |                                          |         502 |        |
|                Min cumulative merge time across primary shards |                                          |     268.429 |    min |
|             Median cumulative merge time across primary shards |                                          |     268.429 |    min |
|                Max cumulative merge time across primary shards |                                          |     268.429 |    min |
|               Cumulative merge throttle time of primary shards |                                          |     160.436 |    min |
|       Min cumulative merge throttle time across primary shards |                                          |     160.436 |    min |
|    Median cumulative merge throttle time across primary shards |                                          |     160.436 |    min |
|       Max cumulative merge throttle time across primary shards |                                          |     160.436 |    min |
|                      Cumulative refresh time of primary shards |                                          |     8.01075 |    min |
|                     Cumulative refresh count of primary shards |                                          |         378 |        |
|              Min cumulative refresh time across primary shards |                                          |     8.01075 |    min |
|           Median cumulative refresh time across primary shards |                                          |     8.01075 |    min |
|              Max cumulative refresh time across primary shards |                                          |     8.01075 |    min |
|                        Cumulative flush time of primary shards |                                          |     1.04145 |    min |
|                       Cumulative flush count of primary shards |                                          |          33 |        |
|                Min cumulative flush time across primary shards |                                          |     1.04145 |    min |
|             Median cumulative flush time across primary shards |                                          |     1.04145 |    min |
|                Max cumulative flush time across primary shards |                                          |     1.04145 |    min |
|                                        Total Young Gen GC time |                                          |     262.659 |      s |
|                                       Total Young Gen GC count |                                          |       10664 |        |
|                                          Total Old Gen GC time |                                          |           0 |      s |
|                                         Total Old Gen GC count |                                          |           0 |        |
|                                                     Store size |                                          |     24.9761 |     GB |
|                                                  Translog size |                                          | 5.12227e-08 |     GB |
|                                         Heap used for segments |                                          |           0 |     MB |
|                                       Heap used for doc values |                                          |           0 |     MB |
|                                            Heap used for terms |                                          |           0 |     MB |
|                                            Heap used for norms |                                          |           0 |     MB |
|                                           Heap used for points |                                          |           0 |     MB |
|                                    Heap used for stored fields |                                          |           0 |     MB |
|                                                  Segment count |                                          |          35 |        |
|                                                 Min Throughput |                                    index |     15459.3 | docs/s |
|                                                Mean Throughput |                                    index |     17173.5 | docs/s |
|                                              Median Throughput |                                    index |     16432.3 | docs/s |
|                                                 Max Throughput |                                    index |     26950.5 | docs/s |
|                                      0th percentile throughput |                                    index |     15459.3 |     ms |
|                                     25th percentile throughput |                                    index |     15797.5 |     ms |
|                                     50th percentile throughput |                                    index |     16433.9 |     ms |
|                                     75th percentile throughput |                                    index |     17644.7 |     ms |
|                                    100th percentile throughput |                                    index |     26950.5 |     ms |
|                                         0th percentile latency |                                    index |     2314.99 |     ms |
|                                        10th percentile latency |                                    index |     8291.33 |     ms |
|                                        20th percentile latency |                                    index |     8992.94 |     ms |
|                                        25th percentile latency |                                    index |     9327.38 |     ms |
|                                        30th percentile latency |                                    index |     9597.87 |     ms |
|                                        40th percentile latency |                                    index |       10007 |     ms |
|                                        50th percentile latency |                                    index |     10413.6 |     ms |
|                                        60th percentile latency |                                    index |     10815.5 |     ms |
|                                        70th percentile latency |                                    index |     11243.3 |     ms |
|                                        75th percentile latency |                                    index |       11494 |     ms |
|                                        80th percentile latency |                                    index |     11772.5 |     ms |
|                                        90th percentile latency |                                    index |     12613.7 |     ms |
|                                        99th percentile latency |                                    index |     14208.7 |     ms |
|                                      99.9th percentile latency |                                    index |     15287.7 |     ms |
|                                     99.99th percentile latency |                                    index |     16265.9 |     ms |
|                                       100th percentile latency |                                    index |     16520.2 |     ms |
|                                   50th percentile service time |                                    index |     10414.3 |     ms |
|                                   90th percentile service time |                                    index |     12614.4 |     ms |
|                                   99th percentile service time |                                    index |     14206.3 |     ms |
|                                 99.9th percentile service time |                                    index |     15287.7 |     ms |
|                                99.99th percentile service time |                                    index |     16265.9 |     ms |
|                                  100th percentile service time |                                    index |     16520.2 |     ms |
|                                                     error rate |                                    index |           0 |      % |
|                                                 Min Throughput |                 wait-until-merges-finish |       68.47 |  ops/s |
|                                                Mean Throughput |                 wait-until-merges-finish |       68.47 |  ops/s |
|                                              Median Throughput |                 wait-until-merges-finish |       68.47 |  ops/s |
|                                                 Max Throughput |                 wait-until-merges-finish |       68.47 |  ops/s |
|                                    100th percentile throughput |                 wait-until-merges-finish |     68.4728 |     ms |
|                                       100th percentile latency |                 wait-until-merges-finish |     14.2235 |     ms |
|                                  100th percentile service time |                 wait-until-merges-finish |     14.2235 |     ms |
|                                                     error rate |                 wait-until-merges-finish |           0 |      % |
|                                                 Min Throughput |                         cheap-tip-amount |           6 |  ops/s |
|                                                Mean Throughput |                         cheap-tip-amount |           6 |  ops/s |
|                                              Median Throughput |                         cheap-tip-amount |           6 |  ops/s |
|                                                 Max Throughput |                         cheap-tip-amount |           6 |  ops/s |
|                                      0th percentile throughput |                         cheap-tip-amount |     5.99594 |     ms |
|                                     25th percentile throughput |                         cheap-tip-amount |     5.99998 |     ms |
|                                     50th percentile throughput |                         cheap-tip-amount |     5.99999 |     ms |
|                                     75th percentile throughput |                         cheap-tip-amount |     5.99999 |     ms |
|                                    100th percentile throughput |                         cheap-tip-amount |     5.99999 |     ms |
|                                         0th percentile latency |                         cheap-tip-amount |     1.58122 |     ms |
|                                        10th percentile latency |                         cheap-tip-amount |     2.14147 |     ms |
|                                        20th percentile latency |                         cheap-tip-amount |     2.37259 |     ms |
|                                        25th percentile latency |                         cheap-tip-amount |     2.48282 |     ms |
|                                        30th percentile latency |                         cheap-tip-amount |     2.59332 |     ms |
|                                        40th percentile latency |                         cheap-tip-amount |     2.85094 |     ms |
|                                        50th percentile latency |                         cheap-tip-amount |     4.26124 |     ms |
|                                        60th percentile latency |                         cheap-tip-amount |     4.61477 |     ms |
|                                        70th percentile latency |                         cheap-tip-amount |     4.89679 |     ms |
|                                        75th percentile latency |                         cheap-tip-amount |     5.03804 |     ms |
|                                        80th percentile latency |                         cheap-tip-amount |     5.21352 |     ms |
|                                        90th percentile latency |                         cheap-tip-amount |     5.88769 |     ms |
|                                        99th percentile latency |                         cheap-tip-amount |     8.43775 |     ms |
|                                      99.9th percentile latency |                         cheap-tip-amount |     11.1918 |     ms |
|                                     99.99th percentile latency |                         cheap-tip-amount |     63.0802 |     ms |
|                                       100th percentile latency |                         cheap-tip-amount |     502.985 |     ms |
|                                   50th percentile service time |                         cheap-tip-amount |     3.40985 |     ms |
|                                   90th percentile service time |                         cheap-tip-amount |     4.80034 |     ms |
|                                   99th percentile service time |                         cheap-tip-amount |      7.3923 |     ms |
|                                 99.9th percentile service time |                         cheap-tip-amount |     9.68828 |     ms |
|                                99.99th percentile service time |                         cheap-tip-amount |     13.3194 |     ms |
|                                  100th percentile service time |                         cheap-tip-amount |     502.411 |     ms |
|                                                     error rate |                         cheap-tip-amount |           0 |      % |
|                                                 Min Throughput |                        cheap-fare-amount |           6 |  ops/s |
|                                                Mean Throughput |                        cheap-fare-amount |           6 |  ops/s |
|                                              Median Throughput |                        cheap-fare-amount |           6 |  ops/s |
|                                                 Max Throughput |                        cheap-fare-amount |           6 |  ops/s |
|                                      0th percentile throughput |                        cheap-fare-amount |     5.99912 |     ms |
|                                     25th percentile throughput |                        cheap-fare-amount |     5.99997 |     ms |
|                                     50th percentile throughput |                        cheap-fare-amount |     5.99998 |     ms |
|                                     75th percentile throughput |                        cheap-fare-amount |     5.99999 |     ms |
|                                    100th percentile throughput |                        cheap-fare-amount |     5.99999 |     ms |
|                                         0th percentile latency |                        cheap-fare-amount |     1.61854 |     ms |
|                                        10th percentile latency |                        cheap-fare-amount |     2.28156 |     ms |
|                                        20th percentile latency |                        cheap-fare-amount |     2.49582 |     ms |
|                                        25th percentile latency |                        cheap-fare-amount |     2.59876 |     ms |
|                                        30th percentile latency |                        cheap-fare-amount |     2.70383 |     ms |
|                                        40th percentile latency |                        cheap-fare-amount |     2.99498 |     ms |
|                                        50th percentile latency |                        cheap-fare-amount |     4.06779 |     ms |
|                                        60th percentile latency |                        cheap-fare-amount |     4.52356 |     ms |
|                                        70th percentile latency |                        cheap-fare-amount |     4.91668 |     ms |
|                                        75th percentile latency |                        cheap-fare-amount |     5.13894 |     ms |
|                                        80th percentile latency |                        cheap-fare-amount |     5.43926 |     ms |
|                                        90th percentile latency |                        cheap-fare-amount |     6.42942 |     ms |
|                                        99th percentile latency |                        cheap-fare-amount |     9.06451 |     ms |
|                                      99.9th percentile latency |                        cheap-fare-amount |       10.92 |     ms |
|                                     99.99th percentile latency |                        cheap-fare-amount |     153.957 |     ms |
|                                       100th percentile latency |                        cheap-fare-amount |     304.364 |     ms |
|                                   50th percentile service time |                        cheap-fare-amount |     3.10751 |     ms |
|                                   90th percentile service time |                        cheap-fare-amount |     5.41483 |     ms |
|                                   99th percentile service time |                        cheap-fare-amount |     8.02999 |     ms |
|                                 99.9th percentile service time |                        cheap-fare-amount |     9.72234 |     ms |
|                                99.99th percentile service time |                        cheap-fare-amount |     64.4387 |     ms |
|                                  100th percentile service time |                        cheap-fare-amount |     303.508 |     ms |
|                                                     error rate |                        cheap-fare-amount |           0 |      % |
|                                                 Min Throughput |                       cheap-total-amount |           6 |  ops/s |
|                                                Mean Throughput |                       cheap-total-amount |           6 |  ops/s |
|                                              Median Throughput |                       cheap-total-amount |           6 |  ops/s |
|                                                 Max Throughput |                       cheap-total-amount |           6 |  ops/s |
|                                      0th percentile throughput |                       cheap-total-amount |     5.99972 |     ms |
|                                     25th percentile throughput |                       cheap-total-amount |     5.99996 |     ms |
|                                     50th percentile throughput |                       cheap-total-amount |     5.99998 |     ms |
|                                     75th percentile throughput |                       cheap-total-amount |     5.99999 |     ms |
|                                    100th percentile throughput |                       cheap-total-amount |     5.99999 |     ms |
|                                         0th percentile latency |                       cheap-total-amount |        1.64 |     ms |
|                                        10th percentile latency |                       cheap-total-amount |     2.37815 |     ms |
|                                        20th percentile latency |                       cheap-total-amount |     2.60785 |     ms |
|                                        25th percentile latency |                       cheap-total-amount |      2.7086 |     ms |
|                                        30th percentile latency |                       cheap-total-amount |     2.80771 |     ms |
|                                        40th percentile latency |                       cheap-total-amount |     3.07378 |     ms |
|                                        50th percentile latency |                       cheap-total-amount |     4.54562 |     ms |
|                                        60th percentile latency |                       cheap-total-amount |     4.95604 |     ms |
|                                        70th percentile latency |                       cheap-total-amount |     5.31524 |     ms |
|                                        75th percentile latency |                       cheap-total-amount |      5.5267 |     ms |
|                                        80th percentile latency |                       cheap-total-amount |      5.8362 |     ms |
|                                        90th percentile latency |                       cheap-total-amount |     6.91466 |     ms |
|                                        99th percentile latency |                       cheap-total-amount |      9.5441 |     ms |
|                                      99.9th percentile latency |                       cheap-total-amount |     12.1264 |     ms |
|                                     99.99th percentile latency |                       cheap-total-amount |     16.2704 |     ms |
|                                       100th percentile latency |                       cheap-total-amount |     18.5912 |     ms |
|                                   50th percentile service time |                       cheap-total-amount |     3.57685 |     ms |
|                                   90th percentile service time |                       cheap-total-amount |      5.9115 |     ms |
|                                   99th percentile service time |                       cheap-total-amount |     8.54883 |     ms |
|                                 99.9th percentile service time |                       cheap-total-amount |     11.1044 |     ms |
|                                99.99th percentile service time |                       cheap-total-amount |     15.2468 |     ms |
|                                  100th percentile service time |                       cheap-total-amount |     17.2106 |     ms |
|                                                     error rate |                       cheap-total-amount |           0 |      % |
|                                                 Min Throughput |                             cheap-pickup |           6 |  ops/s |
|                                                Mean Throughput |                             cheap-pickup |           6 |  ops/s |
|                                              Median Throughput |                             cheap-pickup |           6 |  ops/s |
|                                                 Max Throughput |                             cheap-pickup |           6 |  ops/s |
|                                      0th percentile throughput |                             cheap-pickup |     5.99791 |     ms |
|                                     25th percentile throughput |                             cheap-pickup |     5.99996 |     ms |
|                                     50th percentile throughput |                             cheap-pickup |     5.99998 |     ms |
|                                     75th percentile throughput |                             cheap-pickup |     5.99999 |     ms |
|                                    100th percentile throughput |                             cheap-pickup |     5.99999 |     ms |
|                                         0th percentile latency |                             cheap-pickup |     1.77045 |     ms |
|                                        10th percentile latency |                             cheap-pickup |     2.57472 |     ms |
|                                        20th percentile latency |                             cheap-pickup |     2.84022 |     ms |
|                                        25th percentile latency |                             cheap-pickup |     2.94799 |     ms |
|                                        30th percentile latency |                             cheap-pickup |       3.061 |     ms |
|                                        40th percentile latency |                             cheap-pickup |     3.35994 |     ms |
|                                        50th percentile latency |                             cheap-pickup |     5.61303 |     ms |
|                                        60th percentile latency |                             cheap-pickup |     6.00778 |     ms |
|                                        70th percentile latency |                             cheap-pickup |     6.30318 |     ms |
|                                        75th percentile latency |                             cheap-pickup |      6.4743 |     ms |
|                                        80th percentile latency |                             cheap-pickup |     6.69488 |     ms |
|                                        90th percentile latency |                             cheap-pickup |     8.24032 |     ms |
|                                        99th percentile latency |                             cheap-pickup |     9.74774 |     ms |
|                                      99.9th percentile latency |                             cheap-pickup |     11.9357 |     ms |
|                                     99.99th percentile latency |                             cheap-pickup |     108.409 |     ms |
|                                       100th percentile latency |                             cheap-pickup |     441.394 |     ms |
|                                   50th percentile service time |                             cheap-pickup |     4.70325 |     ms |
|                                   90th percentile service time |                             cheap-pickup |     7.23755 |     ms |
|                                   99th percentile service time |                             cheap-pickup |     8.55644 |     ms |
|                                 99.9th percentile service time |                             cheap-pickup |     10.8325 |     ms |
|                                99.99th percentile service time |                             cheap-pickup |     13.7971 |     ms |
|                                  100th percentile service time |                             cheap-pickup |     440.111 |     ms |
|                                                     error rate |                             cheap-pickup |           0 |      % |
|                                                 Min Throughput |                            cheap-dropoff |           6 |  ops/s |
|                                                Mean Throughput |                            cheap-dropoff |           6 |  ops/s |
|                                              Median Throughput |                            cheap-dropoff |           6 |  ops/s |
|                                                 Max Throughput |                            cheap-dropoff |           6 |  ops/s |
|                                      0th percentile throughput |                            cheap-dropoff |      5.9997 |     ms |
|                                     25th percentile throughput |                            cheap-dropoff |     5.99996 |     ms |
|                                     50th percentile throughput |                            cheap-dropoff |     5.99998 |     ms |
|                                     75th percentile throughput |                            cheap-dropoff |     5.99999 |     ms |
|                                    100th percentile throughput |                            cheap-dropoff |     5.99999 |     ms |
|                                         0th percentile latency |                            cheap-dropoff |     1.84026 |     ms |
|                                        10th percentile latency |                            cheap-dropoff |     2.48451 |     ms |
|                                        20th percentile latency |                            cheap-dropoff |      2.7069 |     ms |
|                                        25th percentile latency |                            cheap-dropoff |     2.80343 |     ms |
|                                        30th percentile latency |                            cheap-dropoff |     2.90155 |     ms |
|                                        40th percentile latency |                            cheap-dropoff |     3.16596 |     ms |
|                                        50th percentile latency |                            cheap-dropoff |     5.55292 |     ms |
|                                        60th percentile latency |                            cheap-dropoff |      5.9101 |     ms |
|                                        70th percentile latency |                            cheap-dropoff |     6.19536 |     ms |
|                                        75th percentile latency |                            cheap-dropoff |     6.35388 |     ms |
|                                        80th percentile latency |                            cheap-dropoff |     6.58045 |     ms |
|                                        90th percentile latency |                            cheap-dropoff |     8.23273 |     ms |
|                                        99th percentile latency |                            cheap-dropoff |     9.71778 |     ms |
|                                      99.9th percentile latency |                            cheap-dropoff |     12.2245 |     ms |
|                                     99.99th percentile latency |                            cheap-dropoff |     13.9355 |     ms |
|                                       100th percentile latency |                            cheap-dropoff |     31.8425 |     ms |
|                                   50th percentile service time |                            cheap-dropoff |     4.64714 |     ms |
|                                   90th percentile service time |                            cheap-dropoff |     7.24532 |     ms |
|                                   99th percentile service time |                            cheap-dropoff |     8.55321 |     ms |
|                                 99.9th percentile service time |                            cheap-dropoff |     11.3557 |     ms |
|                                99.99th percentile service time |                            cheap-dropoff |     13.1218 |     ms |
|                                  100th percentile service time |                            cheap-dropoff |     30.4474 |     ms |
|                                                     error rate |                            cheap-dropoff |           0 |      % |
|                                                 Min Throughput |                            autohisto-agg |         1.5 |  ops/s |
|                                                Mean Throughput |                            autohisto-agg |         1.5 |  ops/s |
|                                              Median Throughput |                            autohisto-agg |         1.5 |  ops/s |
|                                                 Max Throughput |                            autohisto-agg |         1.5 |  ops/s |
|                                      0th percentile throughput |                            autohisto-agg |     1.50013 |     ms |
|                                     25th percentile throughput |                            autohisto-agg |     1.50017 |     ms |
|                                     50th percentile throughput |                            autohisto-agg |     1.50025 |     ms |
|                                     75th percentile throughput |                            autohisto-agg |     1.50047 |     ms |
|                                    100th percentile throughput |                            autohisto-agg |     1.50357 |     ms |
|                                         0th percentile latency |                            autohisto-agg |     2.57756 |     ms |
|                                        10th percentile latency |                            autohisto-agg |     3.55938 |     ms |
|                                        20th percentile latency |                            autohisto-agg |     3.93639 |     ms |
|                                        25th percentile latency |                            autohisto-agg |     4.11646 |     ms |
|                                        30th percentile latency |                            autohisto-agg |     4.73907 |     ms |
|                                        40th percentile latency |                            autohisto-agg |      27.214 |     ms |
|                                        50th percentile latency |                            autohisto-agg |     38.5889 |     ms |
|                                        60th percentile latency |                            autohisto-agg |     53.2914 |     ms |
|                                        70th percentile latency |                            autohisto-agg |     74.6744 |     ms |
|                                        75th percentile latency |                            autohisto-agg |     86.5336 |     ms |
|                                        80th percentile latency |                            autohisto-agg |     103.493 |     ms |
|                                        90th percentile latency |                            autohisto-agg |      148.58 |     ms |
|                                        99th percentile latency |                            autohisto-agg |     215.458 |     ms |
|                                      99.9th percentile latency |                            autohisto-agg |     243.375 |     ms |
|                                       100th percentile latency |                            autohisto-agg |     594.893 |     ms |
|                                   50th percentile service time |                            autohisto-agg |     37.0603 |     ms |
|                                   90th percentile service time |                            autohisto-agg |     146.889 |     ms |
|                                   99th percentile service time |                            autohisto-agg |      213.87 |     ms |
|                                 99.9th percentile service time |                            autohisto-agg |     242.425 |     ms |
|                                  100th percentile service time |                            autohisto-agg |     593.384 |     ms |
|                                                     error rate |                            autohisto-agg |           0 |      % |
|                                                 Min Throughput |                       date-histogram-agg |         1.5 |  ops/s |
|                                                Mean Throughput |                       date-histogram-agg |         1.5 |  ops/s |
|                                              Median Throughput |                       date-histogram-agg |         1.5 |  ops/s |
|                                                 Max Throughput |                       date-histogram-agg |         1.5 |  ops/s |
|                                      0th percentile throughput |                       date-histogram-agg |     1.50011 |     ms |
|                                     25th percentile throughput |                       date-histogram-agg |     1.50015 |     ms |
|                                     50th percentile throughput |                       date-histogram-agg |     1.50022 |     ms |
|                                     75th percentile throughput |                       date-histogram-agg |     1.50041 |     ms |
|                                    100th percentile throughput |                       date-histogram-agg |     1.50315 |     ms |
|                                         0th percentile latency |                       date-histogram-agg |     2.50635 |     ms |
|                                        10th percentile latency |                       date-histogram-agg |     3.38619 |     ms |
|                                        20th percentile latency |                       date-histogram-agg |     3.69995 |     ms |
|                                        25th percentile latency |                       date-histogram-agg |      3.8832 |     ms |
|                                        30th percentile latency |                       date-histogram-agg |     4.13198 |     ms |
|                                        40th percentile latency |                       date-histogram-agg |     11.9437 |     ms |
|                                        50th percentile latency |                       date-histogram-agg |     14.5476 |     ms |
|                                        60th percentile latency |                       date-histogram-agg |     17.4101 |     ms |
|                                        70th percentile latency |                       date-histogram-agg |     21.1836 |     ms |
|                                        75th percentile latency |                       date-histogram-agg |     23.3945 |     ms |
|                                        80th percentile latency |                       date-histogram-agg |      26.018 |     ms |
|                                        90th percentile latency |                       date-histogram-agg |     33.1325 |     ms |
|                                        99th percentile latency |                       date-histogram-agg |     57.3675 |     ms |
|                                      99.9th percentile latency |                       date-histogram-agg |     71.2271 |     ms |
|                                       100th percentile latency |                       date-histogram-agg |     711.055 |     ms |
|                                   50th percentile service time |                       date-histogram-agg |     13.0746 |     ms |
|                                   90th percentile service time |                       date-histogram-agg |      31.642 |     ms |
|                                   99th percentile service time |                       date-histogram-agg |     55.8174 |     ms |
|                                 99.9th percentile service time |                       date-histogram-agg |     69.6668 |     ms |
|                                  100th percentile service time |                       date-histogram-agg |     709.658 |     ms |
|                                                     error rate |                       date-histogram-agg |           0 |      % |
|                                                 Min Throughput |         date-histogram-calendar-interval |        1.48 |  ops/s |
|                                                Mean Throughput |         date-histogram-calendar-interval |         1.5 |  ops/s |
|                                              Median Throughput |         date-histogram-calendar-interval |         1.5 |  ops/s |
|                                                 Max Throughput |         date-histogram-calendar-interval |         1.5 |  ops/s |
|                                      0th percentile throughput |         date-histogram-calendar-interval |      1.4757 |     ms |
|                                     25th percentile throughput |         date-histogram-calendar-interval |     1.49676 |     ms |
|                                     50th percentile throughput |         date-histogram-calendar-interval |     1.49827 |     ms |
|                                     75th percentile throughput |         date-histogram-calendar-interval |     1.49882 |     ms |
|                                    100th percentile throughput |         date-histogram-calendar-interval |      1.4991 |     ms |
|                                         0th percentile latency |         date-histogram-calendar-interval |     2.26965 |     ms |
|                                        10th percentile latency |         date-histogram-calendar-interval |     3.33065 |     ms |
|                                        20th percentile latency |         date-histogram-calendar-interval |     3.64781 |     ms |
|                                        25th percentile latency |         date-histogram-calendar-interval |     3.79758 |     ms |
|                                        30th percentile latency |         date-histogram-calendar-interval |     4.04167 |     ms |
|                                        40th percentile latency |         date-histogram-calendar-interval |     10.4315 |     ms |
|                                        50th percentile latency |         date-histogram-calendar-interval |     11.0831 |     ms |
|                                        60th percentile latency |         date-histogram-calendar-interval |     11.4972 |     ms |
|                                        70th percentile latency |         date-histogram-calendar-interval |     12.1946 |     ms |
|                                        75th percentile latency |         date-histogram-calendar-interval |      12.892 |     ms |
|                                        80th percentile latency |         date-histogram-calendar-interval |     14.2109 |     ms |
|                                        90th percentile latency |         date-histogram-calendar-interval |     18.1933 |     ms |
|                                        99th percentile latency |         date-histogram-calendar-interval |     19.8283 |     ms |
|                                      99.9th percentile latency |         date-histogram-calendar-interval |     23.0525 |     ms |
|                                       100th percentile latency |         date-histogram-calendar-interval |     43.1874 |     ms |
|                                   50th percentile service time |         date-histogram-calendar-interval |     9.51141 |     ms |
|                                   90th percentile service time |         date-histogram-calendar-interval |     16.6376 |     ms |
|                                   99th percentile service time |         date-histogram-calendar-interval |     18.1228 |     ms |
|                                 99.9th percentile service time |         date-histogram-calendar-interval |     21.5148 |     ms |
|                                  100th percentile service time |         date-histogram-calendar-interval |      41.869 |     ms |
|                                                     error rate |         date-histogram-calendar-interval |           0 |      % |
|                                                 Min Throughput | date-histogram-calendar-interval-with-tz |        1.47 |  ops/s |
