[90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [100% done]
[1m
------------------------------------------------------
    _______             __   _____
   / ____(_)___  ____ _/ /  / ___/_________  ________
  / /_  / / __ \/ __ `/ /   \__ \/ ___/ __ \/ ___/ _ \
 / __/ / / / / / /_/ / /   ___/ / /__/ /_/ / /  /  __/
/_/   /_/_/ /_/\__,_/_/   /____/\___/\____/_/   \___/
------------------------------------------------------
            [0m
|                                                         Metric |                                     Task |       Value |   Unit |
|---------------------------------------------------------------:|-----------------------------------------:|------------:|-------:|
|                     Cumulative indexing time of primary shards |                                          |     2781.52 |    min |
|             Min cumulative indexing time across primary shards |                                          |     2781.52 |    min |
|          Median cumulative indexing time across primary shards |                                          |     2781.52 |    min |
|             Max cumulative indexing time across primary shards |                                          |     2781.52 |    min |
|            Cumulative indexing throttle time of primary shards |                                          |           0 |    min |
|    Min cumulative indexing throttle time across primary shards |                                          |           0 |    min |
| Median cumulative indexing throttle time across primary shards |                                          |           0 |    min |
|    Max cumulative indexing throttle time across primary shards |                                          |           0 |    min |
|                        Cumulative merge time of primary shards |                                          |     271.675 |    min |
|                       Cumulative merge count of primary shards |                                          |         533 |        |
|                Min cumulative merge time across primary shards |                                          |     271.675 |    min |
|             Median cumulative merge time across primary shards |                                          |     271.675 |    min |
|                Max cumulative merge time across primary shards |                                          |     271.675 |    min |
|               Cumulative merge throttle time of primary shards |                                          |     150.485 |    min |
|       Min cumulative merge throttle time across primary shards |                                          |     150.485 |    min |
|    Median cumulative merge throttle time across primary shards |                                          |     150.485 |    min |
|       Max cumulative merge throttle time across primary shards |                                          |     150.485 |    min |
|                      Cumulative refresh time of primary shards |                                          |      8.4463 |    min |
|                     Cumulative refresh count of primary shards |                                          |         387 |        |
|              Min cumulative refresh time across primary shards |                                          |      8.4463 |    min |
|           Median cumulative refresh time across primary shards |                                          |      8.4463 |    min |
|              Max cumulative refresh time across primary shards |                                          |      8.4463 |    min |
|                        Cumulative flush time of primary shards |                                          |     3.53345 |    min |
|                       Cumulative flush count of primary shards |                                          |          37 |        |
|                Min cumulative flush time across primary shards |                                          |     3.53345 |    min |
|             Median cumulative flush time across primary shards |                                          |     3.53345 |    min |
|                Max cumulative flush time across primary shards |                                          |     3.53345 |    min |
|                                        Total Young Gen GC time |                                          |     281.188 |      s |
|                                       Total Young Gen GC count |                                          |       10933 |        |
|                                          Total Old Gen GC time |                                          |           0 |      s |
|                                         Total Old Gen GC count |                                          |           0 |        |
|                                                     Store size |                                          |     25.1492 |     GB |
|                                                  Translog size |                                          | 5.12227e-08 |     GB |
|                                         Heap used for segments |                                          |           0 |     MB |
|                                       Heap used for doc values |                                          |           0 |     MB |
|                                            Heap used for terms |                                          |           0 |     MB |
|                                            Heap used for norms |                                          |           0 |     MB |
|                                           Heap used for points |                                          |           0 |     MB |
|                                    Heap used for stored fields |                                          |           0 |     MB |
|                                                  Segment count |                                          |          34 |        |
|                                                 Min Throughput |                                    index |     15335.3 | docs/s |
|                                                Mean Throughput |                                    index |       17131 | docs/s |
|                                              Median Throughput |                                    index |     16261.3 | docs/s |
|                                                 Max Throughput |                                    index |     28071.4 | docs/s |
|                                      0th percentile throughput |                                    index |     15335.3 |     ms |
|                                     25th percentile throughput |                                    index |     15686.6 |     ms |
|                                     50th percentile throughput |                                    index |     16257.9 |     ms |
|                                     75th percentile throughput |                                    index |     17671.5 |     ms |
|                                    100th percentile throughput |                                    index |     28071.4 |     ms |
|                                         0th percentile latency |                                    index |     2439.14 |     ms |
|                                        10th percentile latency |                                    index |      8426.9 |     ms |
|                                        20th percentile latency |                                    index |     9202.86 |     ms |
|                                        25th percentile latency |                                    index |     9507.41 |     ms |
|                                        30th percentile latency |                                    index |     9757.75 |     ms |
|                                        40th percentile latency |                                    index |     10220.5 |     ms |
|                                        50th percentile latency |                                    index |     10577.6 |     ms |
|                                        60th percentile latency |                                    index |     10924.3 |     ms |
|                                        70th percentile latency |                                    index |     11309.2 |     ms |
|                                        75th percentile latency |                                    index |     11536.2 |     ms |
|                                        80th percentile latency |                                    index |     11820.6 |     ms |
|                                        90th percentile latency |                                    index |     12673.5 |     ms |
|                                        99th percentile latency |                                    index |     14573.5 |     ms |
|                                      99.9th percentile latency |                                    index |     15370.1 |     ms |
|                                     99.99th percentile latency |                                    index |     16084.3 |     ms |
|                                       100th percentile latency |                                    index |     16265.9 |     ms |
|                                   50th percentile service time |                                    index |     10577.9 |     ms |
|                                   90th percentile service time |                                    index |     12672.6 |     ms |
|                                   99th percentile service time |                                    index |     14575.9 |     ms |
|                                 99.9th percentile service time |                                    index |     15370.1 |     ms |
|                                99.99th percentile service time |                                    index |     16084.3 |     ms |
|                                  100th percentile service time |                                    index |     16265.9 |     ms |
|                                                     error rate |                                    index |           0 |      % |
|                                                 Min Throughput |                 wait-until-merges-finish |       62.69 |  ops/s |
|                                                Mean Throughput |                 wait-until-merges-finish |       62.69 |  ops/s |
|                                              Median Throughput |                 wait-until-merges-finish |       62.69 |  ops/s |
|                                                 Max Throughput |                 wait-until-merges-finish |       62.69 |  ops/s |
|                                    100th percentile throughput |                 wait-until-merges-finish |     62.6895 |     ms |
|                                       100th percentile latency |                 wait-until-merges-finish |     15.5732 |     ms |
|                                  100th percentile service time |                 wait-until-merges-finish |     15.5732 |     ms |
|                                                     error rate |                 wait-until-merges-finish |           0 |      % |
|                                                 Min Throughput |                         cheap-tip-amount |        5.97 |  ops/s |
|                                                Mean Throughput |                         cheap-tip-amount |           6 |  ops/s |
|                                              Median Throughput |                         cheap-tip-amount |           6 |  ops/s |
|                                                 Max Throughput |                         cheap-tip-amount |           6 |  ops/s |
|                                      0th percentile throughput |                         cheap-tip-amount |     5.97202 |     ms |
|                                     25th percentile throughput |                         cheap-tip-amount |     5.99632 |     ms |
|                                     50th percentile throughput |                         cheap-tip-amount |     5.99804 |     ms |
|                                     75th percentile throughput |                         cheap-tip-amount |     5.99866 |     ms |
|                                    100th percentile throughput |                         cheap-tip-amount |     5.99898 |     ms |
|                                         0th percentile latency |                         cheap-tip-amount |     1.83707 |     ms |
|                                        10th percentile latency |                         cheap-tip-amount |      2.8761 |     ms |
|                                        20th percentile latency |                         cheap-tip-amount |     4.37693 |     ms |
|                                        25th percentile latency |                         cheap-tip-amount |     4.59235 |     ms |
|                                        30th percentile latency |                         cheap-tip-amount |     4.73619 |     ms |
|                                        40th percentile latency |                         cheap-tip-amount |     4.98758 |     ms |
|                                        50th percentile latency |                         cheap-tip-amount |     5.25667 |     ms |
|                                        60th percentile latency |                         cheap-tip-amount |     5.60791 |     ms |
|                                        70th percentile latency |                         cheap-tip-amount |     6.12001 |     ms |
|                                        75th percentile latency |                         cheap-tip-amount |     6.41452 |     ms |
|                                        80th percentile latency |                         cheap-tip-amount |     6.72737 |     ms |
|                                        90th percentile latency |                         cheap-tip-amount |     7.39633 |     ms |
|                                        99th percentile latency |                         cheap-tip-amount |      9.3416 |     ms |
|                                      99.9th percentile latency |                         cheap-tip-amount |     12.2785 |     ms |
|                                     99.99th percentile latency |                         cheap-tip-amount |     350.925 |     ms |
|                                       100th percentile latency |                         cheap-tip-amount |     533.774 |     ms |
|                                   50th percentile service time |                         cheap-tip-amount |     4.12135 |     ms |
|                                   90th percentile service time |                         cheap-tip-amount |     6.26104 |     ms |
|                                   99th percentile service time |                         cheap-tip-amount |     8.14872 |     ms |
|                                 99.9th percentile service time |                         cheap-tip-amount |     10.9121 |     ms |
|                                99.99th percentile service time |                         cheap-tip-amount |     167.505 |     ms |
|                                  100th percentile service time |                         cheap-tip-amount |      532.21 |     ms |
|                                                     error rate |                         cheap-tip-amount |           0 |      % |
|                                                 Min Throughput |                        cheap-fare-amount |        5.96 |  ops/s |
|                                                Mean Throughput |                        cheap-fare-amount |           6 |  ops/s |
|                                              Median Throughput |                        cheap-fare-amount |           6 |  ops/s |
|                                                 Max Throughput |                        cheap-fare-amount |           6 |  ops/s |
|                                      0th percentile throughput |                        cheap-fare-amount |     5.96403 |     ms |
|                                     25th percentile throughput |                        cheap-fare-amount |     5.99526 |     ms |
|                                     50th percentile throughput |                        cheap-fare-amount |     5.99747 |     ms |
|                                     75th percentile throughput |                        cheap-fare-amount |     5.99827 |     ms |
|                                    100th percentile throughput |                        cheap-fare-amount |     5.99869 |     ms |
|                                         0th percentile latency |                        cheap-fare-amount |     1.93001 |     ms |
|                                        10th percentile latency |                        cheap-fare-amount |      2.8928 |     ms |
|                                        20th percentile latency |                        cheap-fare-amount |     3.96369 |     ms |
|                                        25th percentile latency |                        cheap-fare-amount |     4.18688 |     ms |
|                                        30th percentile latency |                        cheap-fare-amount |     4.35577 |     ms |
|                                        40th percentile latency |                        cheap-fare-amount |     4.63388 |     ms |
|                                        50th percentile latency |                        cheap-fare-amount |     4.91692 |     ms |
|                                        60th percentile latency |                        cheap-fare-amount |     5.25576 |     ms |
|                                        70th percentile latency |                        cheap-fare-amount |     5.70831 |     ms |
|                                        75th percentile latency |                        cheap-fare-amount |     5.99126 |     ms |
|                                        80th percentile latency |                        cheap-fare-amount |     6.29682 |     ms |
|                                        90th percentile latency |                        cheap-fare-amount |     7.01123 |     ms |
|                                        99th percentile latency |                        cheap-fare-amount |     9.97284 |     ms |
|                                      99.9th percentile latency |                        cheap-fare-amount |     12.2453 |     ms |
|                                     99.99th percentile latency |                        cheap-fare-amount |     403.635 |     ms |
|                                       100th percentile latency |                        cheap-fare-amount |     846.272 |     ms |
|                                   50th percentile service time |                        cheap-fare-amount |     3.83646 |     ms |
|                                   90th percentile service time |                        cheap-fare-amount |      5.8945 |     ms |
|                                   99th percentile service time |                        cheap-fare-amount |     8.85582 |     ms |
|                                 99.9th percentile service time |                        cheap-fare-amount |     10.5942 |     ms |
|                                99.99th percentile service time |                        cheap-fare-amount |     149.599 |     ms |
|                                  100th percentile service time |                        cheap-fare-amount |     845.468 |     ms |
|                                                     error rate |                        cheap-fare-amount |           0 |      % |
|                                                 Min Throughput |                       cheap-total-amount |        5.97 |  ops/s |
|                                                Mean Throughput |                       cheap-total-amount |           6 |  ops/s |
|                                              Median Throughput |                       cheap-total-amount |           6 |  ops/s |
|                                                 Max Throughput |                       cheap-total-amount |           6 |  ops/s |
|                                      0th percentile throughput |                       cheap-total-amount |     5.97188 |     ms |
|                                     25th percentile throughput |                       cheap-total-amount |     5.99632 |     ms |
|                                     50th percentile throughput |                       cheap-total-amount |     5.99803 |     ms |
|                                     75th percentile throughput |                       cheap-total-amount |     5.99865 |     ms |
|                                    100th percentile throughput |                       cheap-total-amount |     5.99898 |     ms |
|                                         0th percentile latency |                       cheap-total-amount |     2.10771 |     ms |
|                                        10th percentile latency |                       cheap-total-amount |     3.16771 |     ms |
|                                        20th percentile latency |                       cheap-total-amount |     4.72436 |     ms |
|                                        25th percentile latency |                       cheap-total-amount |      4.9535 |     ms |
|                                        30th percentile latency |                       cheap-total-amount |     5.13229 |     ms |
|                                        40th percentile latency |                       cheap-total-amount |     5.41008 |     ms |
|                                        50th percentile latency |                       cheap-total-amount |     5.66038 |     ms |
|                                        60th percentile latency |                       cheap-total-amount |     5.94266 |     ms |
|                                        70th percentile latency |                       cheap-total-amount |     6.32899 |     ms |
|                                        75th percentile latency |                       cheap-total-amount |     6.59798 |     ms |
|                                        80th percentile latency |                       cheap-total-amount |     6.91193 |     ms |
|                                        90th percentile latency |                       cheap-total-amount |     7.63425 |     ms |
|                                        99th percentile latency |                       cheap-total-amount |       10.51 |     ms |
|                                      99.9th percentile latency |                       cheap-total-amount |     13.0907 |     ms |
|                                     99.99th percentile latency |                       cheap-total-amount |      18.853 |     ms |
|                                       100th percentile latency |                       cheap-total-amount |     204.724 |     ms |
|                                   50th percentile service time |                       cheap-total-amount |     4.57504 |     ms |
|                                   90th percentile service time |                       cheap-total-amount |     6.51042 |     ms |
|                                   99th percentile service time |                       cheap-total-amount |     9.40193 |     ms |
|                                 99.9th percentile service time |                       cheap-total-amount |     11.7748 |     ms |
|                                99.99th percentile service time |                       cheap-total-amount |     16.1407 |     ms |
|                                  100th percentile service time |                       cheap-total-amount |     203.564 |     ms |
|                                                     error rate |                       cheap-total-amount |           0 |      % |
|                                                 Min Throughput |                             cheap-pickup |        5.97 |  ops/s |
|                                                Mean Throughput |                             cheap-pickup |           6 |  ops/s |
|                                              Median Throughput |                             cheap-pickup |           6 |  ops/s |
|                                                 Max Throughput |                             cheap-pickup |           6 |  ops/s |
|                                      0th percentile throughput |                             cheap-pickup |      5.9719 |     ms |
|                                     25th percentile throughput |                             cheap-pickup |     5.99631 |     ms |
|                                     50th percentile throughput |                             cheap-pickup |     5.99803 |     ms |
|                                     75th percentile throughput |                             cheap-pickup |     5.99865 |     ms |
|                                    100th percentile throughput |                             cheap-pickup |     5.99898 |     ms |
|                                         0th percentile latency |                             cheap-pickup |     2.20306 |     ms |
|                                        10th percentile latency |                             cheap-pickup |     3.22169 |     ms |
|                                        20th percentile latency |                             cheap-pickup |      5.6224 |     ms |
|                                        25th percentile latency |                             cheap-pickup |     5.81992 |     ms |
|                                        30th percentile latency |                             cheap-pickup |     5.95794 |     ms |
|                                        40th percentile latency |                             cheap-pickup |     6.17412 |     ms |
|                                        50th percentile latency |                             cheap-pickup |     6.37809 |     ms |
|                                        60th percentile latency |                             cheap-pickup |     6.63985 |     ms |
|                                        70th percentile latency |                             cheap-pickup |     7.31612 |     ms |
|                                        75th percentile latency |                             cheap-pickup |     7.75135 |     ms |
|                                        80th percentile latency |                             cheap-pickup |     8.10358 |     ms |
|                                        90th percentile latency |                             cheap-pickup |     8.75446 |     ms |
|                                        99th percentile latency |                             cheap-pickup |     9.67192 |     ms |
|                                      99.9th percentile latency |                             cheap-pickup |     13.0384 |     ms |
|                                     99.99th percentile latency |                             cheap-pickup |     309.716 |     ms |
|                                       100th percentile latency |                             cheap-pickup |     599.324 |     ms |
|                                   50th percentile service time |                             cheap-pickup |      5.2741 |     ms |
|                                   90th percentile service time |                             cheap-pickup |     7.65772 |     ms |
|                                   99th percentile service time |                             cheap-pickup |     8.36692 |     ms |
|                                 99.9th percentile service time |                             cheap-pickup |      11.746 |     ms |
|                                99.99th percentile service time |                             cheap-pickup |     36.7561 |     ms |
|                                  100th percentile service time |                             cheap-pickup |     598.473 |     ms |
|                                                     error rate |                             cheap-pickup |           0 |      % |
|                                                 Min Throughput |                            cheap-dropoff |        5.97 |  ops/s |
|                                                Mean Throughput |                            cheap-dropoff |           6 |  ops/s |
|                                              Median Throughput |                            cheap-dropoff |           6 |  ops/s |
|                                                 Max Throughput |                            cheap-dropoff |           6 |  ops/s |
|                                      0th percentile throughput |                            cheap-dropoff |     5.97195 |     ms |
|                                     25th percentile throughput |                            cheap-dropoff |     5.99633 |     ms |
|                                     50th percentile throughput |                            cheap-dropoff |     5.99803 |     ms |
|                                     75th percentile throughput |                            cheap-dropoff |     5.99866 |     ms |
|                                    100th percentile throughput |                            cheap-dropoff |     5.99898 |     ms |
|                                         0th percentile latency |                            cheap-dropoff |     2.01634 |     ms |
|                                        10th percentile latency |                            cheap-dropoff |     2.98371 |     ms |
|                                        20th percentile latency |                            cheap-dropoff |     5.19442 |     ms |
|                                        25th percentile latency |                            cheap-dropoff |     5.37983 |     ms |
|                                        30th percentile latency |                            cheap-dropoff |     5.50516 |     ms |
|                                        40th percentile latency |                            cheap-dropoff |     5.72149 |     ms |
|                                        50th percentile latency |                            cheap-dropoff |     5.92476 |     ms |
|                                        60th percentile latency |                            cheap-dropoff |     6.16677 |     ms |
|                                        70th percentile latency |                            cheap-dropoff |     6.82886 |     ms |
|                                        75th percentile latency |                            cheap-dropoff |      7.3723 |     ms |
|                                        80th percentile latency |                            cheap-dropoff |      7.7843 |     ms |
|                                        90th percentile latency |                            cheap-dropoff |     8.60738 |     ms |
|                                        99th percentile latency |                            cheap-dropoff |     9.59873 |     ms |
|                                      99.9th percentile latency |                            cheap-dropoff |     13.2477 |     ms |
|                                     99.99th percentile latency |                            cheap-dropoff |      40.726 |     ms |
|                                       100th percentile latency |                            cheap-dropoff |     346.116 |     ms |
|                                   50th percentile service time |                            cheap-dropoff |     4.80344 |     ms |
|                                   90th percentile service time |                            cheap-dropoff |     7.57008 |     ms |
|                                   99th percentile service time |                            cheap-dropoff |      8.2403 |     ms |
|                                 99.9th percentile service time |                            cheap-dropoff |     12.0452 |     ms |
|                                99.99th percentile service time |                            cheap-dropoff |     24.8242 |     ms |
|                                  100th percentile service time |                            cheap-dropoff |     345.423 |     ms |
|                                                     error rate |                            cheap-dropoff |           0 |      % |
|                                                 Min Throughput |                            autohisto-agg |        1.49 |  ops/s |
|                                                Mean Throughput |                            autohisto-agg |         1.5 |  ops/s |
|                                              Median Throughput |                            autohisto-agg |         1.5 |  ops/s |
|                                                 Max Throughput |                            autohisto-agg |         1.5 |  ops/s |
|                                      0th percentile throughput |                            autohisto-agg |     1.49411 |     ms |
|                                     25th percentile throughput |                            autohisto-agg |     1.49923 |     ms |
|                                     50th percentile throughput |                            autohisto-agg |     1.49959 |     ms |
|                                     75th percentile throughput |                            autohisto-agg |     1.49972 |     ms |
|                                    100th percentile throughput |                            autohisto-agg |     1.49979 |     ms |
|                                         0th percentile latency |                            autohisto-agg |     2.79196 |     ms |
|                                        10th percentile latency |                            autohisto-agg |      4.6185 |     ms |
|                                        20th percentile latency |                            autohisto-agg |     24.9306 |     ms |
|                                        25th percentile latency |                            autohisto-agg |     29.9156 |     ms |
|                                        30th percentile latency |                            autohisto-agg |     33.7325 |     ms |
|                                        40th percentile latency |                            autohisto-agg |     43.3405 |     ms |
|                                        50th percentile latency |                            autohisto-agg |     55.8093 |     ms |
|                                        60th percentile latency |                            autohisto-agg |     72.1426 |     ms |
|                                        70th percentile latency |                            autohisto-agg |     94.1568 |     ms |
|                                        75th percentile latency |                            autohisto-agg |     108.245 |     ms |
|                                        80th percentile latency |                            autohisto-agg |     123.862 |     ms |
|                                        90th percentile latency |                            autohisto-agg |     160.455 |     ms |
|                                        99th percentile latency |                            autohisto-agg |      216.24 |     ms |
|                                      99.9th percentile latency |                            autohisto-agg |     243.197 |     ms |
|                                       100th percentile latency |                            autohisto-agg |     821.104 |     ms |
|                                   50th percentile service time |                            autohisto-agg |     54.2786 |     ms |
|                                   90th percentile service time |                            autohisto-agg |     158.853 |     ms |
|                                   99th percentile service time |                            autohisto-agg |      214.59 |     ms |
|                                 99.9th percentile service time |                            autohisto-agg |     241.787 |     ms |
|                                  100th percentile service time |                            autohisto-agg |     819.788 |     ms |
|                                                     error rate |                            autohisto-agg |           0 |      % |
|                                                 Min Throughput |                       date-histogram-agg |         1.5 |  ops/s |
|                                                Mean Throughput |                       date-histogram-agg |         1.5 |  ops/s |
|                                              Median Throughput |                       date-histogram-agg |         1.5 |  ops/s |
|                                                 Max Throughput |                       date-histogram-agg |         1.5 |  ops/s |
|                                      0th percentile throughput |                       date-histogram-agg |     1.49639 |     ms |
|                                     25th percentile throughput |                       date-histogram-agg |     1.49953 |     ms |
|                                     50th percentile throughput |                       date-histogram-agg |     1.49975 |     ms |
|                                     75th percentile throughput |                       date-histogram-agg |     1.49983 |     ms |
|                                    100th percentile throughput |                       date-histogram-agg |     1.49987 |     ms |
|                                         0th percentile latency |                       date-histogram-agg |     2.71548 |     ms |
|                                        10th percentile latency |                       date-histogram-agg |     4.33562 |     ms |
|                                        20th percentile latency |                       date-histogram-agg |     12.1193 |     ms |
|                                        25th percentile latency |                       date-histogram-agg |     13.2132 |     ms |
|                                        30th percentile latency |                       date-histogram-agg |     14.2158 |     ms |
|                                        40th percentile latency |                       date-histogram-agg |     16.1198 |     ms |
|                                        50th percentile latency |                       date-histogram-agg |     18.4006 |     ms |
|                                        60th percentile latency |                       date-histogram-agg |     20.7128 |     ms |
|                                        70th percentile latency |                       date-histogram-agg |     23.8257 |     ms |
|                                        75th percentile latency |                       date-histogram-agg |     25.6366 |     ms |
|                                        80th percentile latency |                       date-histogram-agg |     27.7801 |     ms |
|                                        90th percentile latency |                       date-histogram-agg |      33.767 |     ms |
|                                        99th percentile latency |                       date-histogram-agg |     54.5532 |     ms |
|                                      99.9th percentile latency |                       date-histogram-agg |     65.7511 |     ms |
|                                       100th percentile latency |                       date-histogram-agg |     602.723 |     ms |
|                                   50th percentile service time |                       date-histogram-agg |     16.8536 |     ms |
|                                   90th percentile service time |                       date-histogram-agg |      32.319 |     ms |
|                                   99th percentile service time |                       date-histogram-agg |     53.1165 |     ms |
|                                 99.9th percentile service time |                       date-histogram-agg |     64.1587 |     ms |
|                                  100th percentile service time |                       date-histogram-agg |     601.643 |     ms |
|                                                     error rate |                       date-histogram-agg |           0 |      % |
|                                                 Min Throughput |         date-histogram-calendar-interval |         1.5 |  ops/s |
|                                                Mean Throughput |         date-histogram-calendar-interval |         1.5 |  ops/s |
|                                              Median Throughput |         date-histogram-calendar-interval |         1.5 |  ops/s |
|                                                 Max Throughput |         date-histogram-calendar-interval |         1.5 |  ops/s |
|                                      0th percentile throughput |         date-histogram-calendar-interval |     1.49642 |     ms |
|                                     25th percentile throughput |         date-histogram-calendar-interval |     1.49953 |     ms |
|                                     50th percentile throughput |         date-histogram-calendar-interval |     1.49975 |     ms |
|                                     75th percentile throughput |         date-histogram-calendar-interval |     1.49983 |     ms |
|                                    100th percentile throughput |         date-histogram-calendar-interval |     1.49987 |     ms |
|                                         0th percentile latency |         date-histogram-calendar-interval |      2.6321 |     ms |
|                                        10th percentile latency |         date-histogram-calendar-interval |     4.39502 |     ms |
|                                        20th percentile latency |         date-histogram-calendar-interval |     10.6757 |     ms |
|                                        25th percentile latency |         date-histogram-calendar-interval |     10.9955 |     ms |
|                                        30th percentile latency |         date-histogram-calendar-interval |     11.2601 |     ms |
|                                        40th percentile latency |         date-histogram-calendar-interval |     12.0251 |     ms |
|                                        50th percentile latency |         date-histogram-calendar-interval |     13.0686 |     ms |
|                                        60th percentile latency |         date-histogram-calendar-interval |     14.0121 |     ms |
|                                        70th percentile latency |         date-histogram-calendar-interval |     15.6686 |     ms |
|                                        75th percentile latency |         date-histogram-calendar-interval |     16.3602 |     ms |
|                                        80th percentile latency |         date-histogram-calendar-interval |     16.8635 |     ms |
|                                        90th percentile latency |         date-histogram-calendar-interval |     17.7213 |     ms |
|                                        99th percentile latency |         date-histogram-calendar-interval |     19.2586 |     ms |
|                                      99.9th percentile latency |         date-histogram-calendar-interval |      23.243 |     ms |
|                                       100th percentile latency |         date-histogram-calendar-interval |     45.1094 |     ms |
|                                   50th percentile service time |         date-histogram-calendar-interval |     11.5572 |     ms |
|                                   90th percentile service time |         date-histogram-calendar-interval |     16.2023 |     ms |
|                                   99th percentile service time |         date-histogram-calendar-interval |     17.5158 |     ms |
|                                 99.9th percentile service time |         date-histogram-calendar-interval |     21.4288 |     ms |
|                                  100th percentile service time |         date-histogram-calendar-interval |     43.6413 |     ms |
|                                                     error rate |         date-histogram-calendar-interval |           0 |      % |
|                                                 Min Throughput | date-histogram-calendar-interval-with-tz |        1.44 |  ops/s |
